Item Code,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,Ingredients,Item Description,Whse,Cost,Incl Price,
SHP-SCO-EAC,16033,Scones 4s,shop front,internal,,Scones 4s,OD200,0.00,34.00,
SHP-SGL-EAC,0,Sweet Meats Gold Foil Large,shop front,external,,Sweet Meats Gold Foil Large,OD200,90.00,140.00,
SHP-SGS-EAC,0,Sweet Meats Gold Foil Small,shop front,external,,Sweet Meats Gold Foil Small,OD200,65.00,100.00,
SHP-SPF-EAC,0,Sweet Meats Paisley Gold Foil,shop front,external,,Sweet Meats Paisley Gold Foil,OD200,100.00,150.00,
SHP-SPO-EACH,60073,Soji Poli (5s),shop front,external,,Soji Poli (5s),OD200,0.00,,
SHP-SSC-EAC,6.00165E+12,Strawberry Sponge Cake,shop front,internal,,Strawberry Sponge Cake,OD200,0.00,50.00,
SHP-STE-EAC,0,Eggless Trifle Sponge,shop front,internal,,Eggless Trifle Sponge,OD200,0.00,65.00,
SHP-TLS-EAC,,DC Triangle Lotus Box,shop front,internal,,DC Triangle Lotus Box,OD200,0.00,210.00,
SHP-TRI-EAC,16035,Trifle Sponge,shop front,internal,,Trifle Sponge,OD200,0.00,30.00,
SHP-WIC-EAC,16037,Christmas Windsor iced,shop front,internal,,Christmas Windsor iced,OD200,0.00,70.00,
SNA-CHE-EAC,16047,Maya Spices Chevda 250g,snack,external,,Maya Spices Chevda 250g,OD200,44.00,60.00,
SNA-HAS-100,,Kara Nichas Hot & Spicy 100G,snack,external,,Kara Nichas Hot & Spicy 100G,OD200,5.00,10.00,
SNA-KMU-EAC,6.00966E+12,Kashmiri Murkoo,snack,external,,Kashmiri Murkoo,OD200,12.00,19.00,
SNA-KNP-EAC,0,Kara Nichhas Peanuts,snack,external,,Kara Nichhas Peanuts,OD200,0.00,7.00,
SNA-LMP-EAC,13007,Murkoo Extra Large Plain,snack,external,,Murkoo Extra Large Plain,OD200,23.00,36.00,
SNA-LMS-EAC,0,Murkoo Extra Large,snack,external,,Murkoo Extra Large,OD200,23.00,36.00,
SNA-MOC-EAC,6.00165E+12,Murkoo Original Crunch,snack,external,,Murkoo Original Crunch,OD200,0.00,9.50,
SNA-MSF-EAC,30781,Murkoo sticks flavoured,snack,external,,Murkoo sticks flavoured,OD200,3.70,6.80,
SNA-MUS-EAC,5010,Murkoo Sticks,snack,external,,Murkoo Sticks,OD200,7.50,12.00,
SNA-NUT-60G,6.00285E+12,ralphies nutties 60g,snack,external,,ralphies nutties 60g,OD200,5.00,10.00,
SNA-PAS-EAC,,Kara Nichas Savoury Snack,snack,external,,Kara Nichas Savoury Snack,OD200,5.00,10.00,
SNA-PCS-EAC,,Kara Nichas Cheesy Sticks,snack,external,,Kara Nichas Cheesy Sticks,OD200,0.00,10.00,
SNA-PNM-EAC,30491,PNS Murkoo,snack,external,,PNS Murkoo,OD200,10.50,18.00,
SNA-PNT-EAC,6.00242E+12,PNS Traditional Murkoo,snack,external,,PNS Traditional Murkoo,OD200,11.00,18.00,
SNA-SAN-400,,Serve and Nuts 400g,snack,external,,Serve and Nuts 400g,OD200,26.00,40.00,
SNA-SAN-EAC,0,Serv & Nuts,snack,external,,Serv & Nuts,OD200,7.50,12.00,
SNA-SGA-EAC,0,Soft Gantia,snack,external,,Soft Gantia,OD200,0.00,40,
SNA-SOM-EAC,#N/A,Kara Nichas Spring Onion Murku,snack,external,,Kara Nichas Spring Onion Murku,OD200,5.00,10.00,
SNA-SUS-EAC,6.00971E+12,Sugar Sticks,snack,external,,Sugar Sticks,OD200,7.50,13.00,
SPI-BPE-KGR,0,Spice- Whole Black Pepper,ingredient,external,,Spice- Whole Black Pepper,OD200,126.09,,
SPI-CIB-EAC,0,Spice Cook In Bag,ingredient,external,,Spice Cook In Bag,OD200,19.99,,
SPI-CIS-EAC,0,Spice - Cinnamon Sticks,ingredient,external,,Spice - Cinnamon Sticks,OD200,20.00,,
SPI-DHA-KGR,0,Spice- Dhania Powder,ingredient,external,,Spice- Dhania Powder,OD200,19.57,,
SPI-GAR-KGR,0,Spice-Garum Masala,ingredient,external,,Spice-Garum Masala,OD200,33.83,,
SPI-GIN-KGR,0,Ginger & Garlic,ingredient,external,,Ginger & Garlic,OD200,119.99,,
SPI-JEE-KGR,0,Spice - Mayas Jeera Powder,ingredient,external,,Spice - Mayas Jeera Powder,OD200,105.00,,
SPI-JEP-KGR,0,Spice Jeera Powder,ingredient,external,,Spice Jeera Powder,OD200,60.87,,
SPI-KNO-EAC,0,Spice- Knorrx Mutton Flavour 12s,ingredient,external,,Spice- Knorrx Mutton Flavour 12s,OD200,14.77,,
SPI-MAS-KGR,0,Spice- Chilli Powder,ingredient,external,,Spice- Chilli Powder,OD200,173.91,,
SPI-MIN-EAC,0,Spice - Mint,ingredient,external,,Spice - Mint,OD200,15.00,,
SPI-MIX-KGR,0,Spice- Mayas Mixed Masala,ingredient,external,,Spice- Mayas Mixed Masala,OD200,120.00,,
SPI-MSM-KGR,0,Manilal Special Mix Masala,ingredient,external,,Manilal Special Mix Masala,OD200,0.00,,
SPI-NOL-KGR,0,Nola Mayonaise,ingredient,external,,Nola Mayonaise,OD200,39.12,,
SPI-PAR-EAC,0,Parsley,ingredient,external,,Parsley,OD200,13.99,,
SPI-SVS-100G,0,SVS Spices 100g,ingredient,external,,SVS Spices 100g,OD200,0.00,,
SPI-SVS-150G,,SVS Spices 150g,ingredient,external,,SVS Spices 150g,OD200,0.00,,
SPI-SVS-50G,0,SVS Spices 50g,ingredient,external,,SVS Spices 50g,OD200,0.00,,
SPI-THY-EACH,0,Spice - Fresh Thyme,ingredient,external,,Spice - Fresh Thyme,OD200,11.99,,
SPI-TUM-KGR,0,Spice Tumeric,ingredient,external,,Spice Tumeric,OD200,76.52,,
SRN-BCE-020,0,BD20 Buttercream Eggless Cake,buttercream square ,internal,,BD20 Buttercream Eggless Cake,OD200,0.00,"1,040.00",
SRN-CRM-016,0,Cream colour cream only - 16,miscellaneous,internal,,Cream colour cream only - 16,OD200,0.00,70.00,
SRN-FCE-020,0,BD 20 Fresh Cream Eggless cake,freshcream square eggless,internal,,BD 20 Fresh Cream Eggless cake,OD200,0.00,"1,120.00",
SRN-JAM-012,0,Strawberry Jam only - 12,miscellaneous,internal,,Strawberry Jam only - 12,OD200,0.00,100.00,
SRN-JAM-014,0,Strawberry Jam only - 14,miscellaneous,internal,,Strawberry Jam only - 14,OD200,0.00,120.00,
SRN-JAM-016,0,Strawberry Jam only - 16,miscellaneous,internal,,Strawberry Jam only - 16,OD200,0.00,140.00,
SRN-JAM-18,0,Strawberry Jam Only-18,miscellaneous,internal,,Strawberry Jam Only-18,OD200,0.00,220.00,
SRN-JAM-20,0,Strawberry Jam Only-20,miscellenous,internal,,Strawberry Jam Only-20,OD200,0.00,220.00,
SRN-PAI-EAC,0,Painting on Roses,miscellaneous,internal,,Painting on Roses,OD200,0.00,5.00,
SRN-PAI-EAC,0,Painting on Roses,miscellaneous,internal,,Painting on Roses,OD200,0.00,2.50,
SRN-PEA-014,0,Peach Slices Only 14,miscellaneous,internal,,Peach Slices Only 14,OD200,0.00,75.00,
SRN-PEA-014,0,Peach Slices Only 14,miscellaneous,internal,,Peach Slices Only 14,OD200,0.00,50.00,
SRN-PID-014,0,BD14' Round covered in plastic icing and daisies,novelty,internal,,BD14' Round covered in plastic icing and daisies,OD200,0.00,350.00,
SRN-PIT-004,,BD 4 Tier PI stacked with Indian Bridal couple,novelty,internal,,BD 4 Tier PI stacked with Indian Bridal couple,OD200,0.00,"5,200.00",
SRN-PLI-012,0,Plastic Icing Covering Only 12,miscellaneous,internal,,Plastic Icing Covering Only 12,OD200,0.00,300.00,
SRN-PLI-014,,Plastic Icing Covering Only 14,miscellaneous,internal,,Plastic Icing Covering Only 14,OD200,0.00,500.00,
SRN-PLI-016,0,Plastic Icing Covering Only 16,miscellenous,internal,,Plastic Icing Covering Only 16,OD200,0.00,500.00,
SRN-PLR-014,,BD Plastic Icing 14 Round,miscellaneous,internal,,BD Plastic Icing 14 Round,OD200,0.00,500.00,
SRN-STA-2TI,0,BD2 Tier Stack Sponge- Plastic Icing-12&14,novelty,internal,,BD2 Tier Stack Sponge- Plastic Icing-12&14,OD200,0.00,"2,500.00",
SRN-STA-3TI,,BD 3 Tier Stack Sponge- Plastic Icing 101214,novelty,internal,,BD 3 Tier Stack Sponge- Plastic Icing 101214,OD200,0.00,"3,600.00",
SWE-ALC-EACH,0,Almond Cones,sweet,external,,Almond Cones,OD200,22.00,35.00,
SWE-BOR-EAC,6.00963E+12,Masala Bor,sweet,external,,Masala Bor,OD200,3.50,6.00,
SWE-CAC-EACK,0,Cashew Cones,sweet,external,,Cashew Cones,OD200,10.00,16.00,
SWE-CCC-EAC,1017,Chocolate Coconut Cluster,sweet,external,,Chocolate Coconut Cluster,OD200,8.00,11.00,
SWE-CCD-EAC,6.00961E+12,Caruchi Candy Dates,sweet,external,,Caruchi Candy Dates,OD200,4.40,6.80,
SWE-CFW-EAC,10030,China fruit sweet,sweet,external,,China fruit sweet,OD200,1.25,2.50,
SWE-CHF-EAC,6.00963E+12,China Fruit,sweet,external,,China Fruit,OD200,0.00,5.50,
SWE-CHI-EAC,6.0012E+12,Chicks Violet,sweet,external,,Chicks Violet,OD200,9.33,13.00,
SWE-CMM-EAC,30482,Choc Marshmallow,sweet,external,,Choc Marshmallow,OD200,9.38,14.00,
SWE-CNI-EAC,30608,Coconut Ice,sweet,external,,Coconut Ice,OD200,4.40,6.80,
SWE-CNW-EAC,6.00961E+12,Coconut Wheel,coconut wheel,external,,Coconut Wheel,OD200,11.20,15.00,
SWE-COI-EAC,0,Coconut ice small,sweet,external,,Coconut ice small,OD200,1.25,3.50,
SWE-CPC-EAC,6.00961E+12,Chocolate Peanut Cluster,sweet,external,,Chocolate Peanut Cluster,OD200,8.00,11.00,
SWE-CRO-EAC,6.00961E+12,Chocolate Rocher,sweet,external,,Chocolate Rocher,OD200,7.25,9.50,
SWE-CSP-EAC,8.85063E+12,Sour Punk Cola,sweet,external,,Sour Punk Cola,OD200,0.00,13.00,
SWE-FIG-EAC,6.00963E+12,Masala Figs,sweet,external,,Masala Figs,OD200,5.50,10.00,
SWE-MES-EAC,1024,Mebos Sweets,sweet,external,,Mebos Sweets,OD200,3.00,5.00,
SWE-PBS-EAC,0,Peanut Brittle Slabs Singles,sweet,external,,Peanut Brittle Slabs Singles,OD200,20.00,7.00,
SWE-PNB-EACH,6.00963E+12,Peanut Brittle Slab 10s,sweet,external,,Peanut Brittle Slab 10s,OD200,23.00,60.00,
SWE-PNP-EACH,6.00966E+12,Peanut Brittle Pieces,sweet,external,,Peanut Brittle Pieces,OD200,11.00,20.00,
SWE-SAB-EACH,0,Almond Bar 40g single,sweet,external,,Almond Bar 40g single,OD200,11.00,18.00,
SWE-SCB-EAC,0,Cashew Bar 40g single,sweet,external,,Cashew Bar 40g single,OD200,11.00,18.00,
SWE-SPA-EAC,8.85063E+12,Sour Punk Apple,sweet,external,,Sour Punk Apple,OD200,7.70,13.00,
SWE-SPB-EAC,6.00966E+12,Sesame Brittle Pieces,sweet,external,,Sesame Brittle Pieces,OD200,0.00,18.00,
SWE-SPS-EAC,8.85063E+12,Sour Punk,sweet,external,,Sour Punk,OD200,7.70,13.00,
SWE-SSB-EAC,6.00963E+12,Sweet & Sour Bor,sweet,external,,Sweet & Sour Bor,OD200,6.00,8.00,
SWE-SSF-EAC,6.00963E+12,Sweet & Sour Figs,sweet,external,,Sweet & Sour Figs,OD200,8.80,10.00,
SWE-TOA-EAC,1033,Toasted Jabs,sweet,external,,Toasted Jabs,OD200,4.10,5.50,
SWE-WHI-EAC,0,Whispers 200g,ingredient,external,,Whispers 200g,OD200,49.56,,
VEG-CHI-KGR,0,Green Chillies,ingredient,external,,Green Chillies,OD200,50.00,,
Water,0,Water,ingredient,external,,Water,OD200,0.26,,
XBF-BAN-EAC,30094,Fruit Banana,ingredient,external,,Fruit Banana,OD200,24.33,,
XBF-BAN-KGR,0,Banana Essence,ingredient,external,,Banana Essence,OD200,215.00,,
XBF-BAN-KGR,0,Banana Essence,ingredient,external,,Banana Essence,OD200,211.78,,
XBF-CHL-KGR,30084,Chellies Red Alpine,ingredient,external,,Chellies Red Alpine,OD200,43.76,,
XBF-CUT-KGR,30086,Fruit Cut Peel,ingredient,external,,Fruit Cut Peel,OD200,100.58,,
XBF-FMX-KGR,30089,Fruit Mix (Chipkins),ingredient,external,,Fruit Mix (Chipkins),OD200,26.63,,
XBF-PDA-KGR,0,Pitted Dates,ingredient,external,,Pitted Dates,OD200,0.00,,
XBF-PIE-KGR,30092,Fruit Pie Apples,ingredient,external,,Fruit Pie Apples,OD200,0.00,,
XBF-RWC-KGR,30669,Red Whole Cherries,ingredient,external,,Red Whole Cherries,OD200,110.64,,
XBR-BEB-1KGR,0,Berries Blend,ingredient,external,,Berries Blend,OD200,0.00,,
XBR-MDF-1KGR,0,Mango Diced Fruit,ingredient,external,,Mango Diced Fruit,OD200,0.00,,
XBR-TOM-KGR,0,Tomatoe Paste 3.06kg,ingredient,external,,Tomatoe Paste 3.06kg,OD200,12.17,,
XCH-CCB-KGR,30158,Chocolate Choco Blocks,ingredient,external,,Chocolate Choco Blocks,OD200,0.00,,
XCH-CCM-KGR,30157,Chocolate Chockex Chips Milk,ingredient,external,,Chocolate Chockex Chips Milk,OD200,59.48,,
XCH-CCW-KGR,30159,Chocolate Chockex Chips White,ingredient,external,,Chocolate Chockex Chips White,OD200,62.85,,
XCH-PMC-EAC,,Chocolate Peppermint Crisp,ingredient,external,,Chocolate Peppermint Crisp,OD200,0.00,,
XCH-POW-KGR,30238,Powder Cocoa,ingredient,external,,Powder Cocoa,OD200,74.40,,
XCH-TIN-KG,0,Tin Glide 5kg,ingredient,external,,Tin Glide 5kg,OD200,55.62,,
XCH-VER-KGR,30163,Vermicelli Chocolate,ingredients,external,,Vermicelli Chocolate,OD200,50.44,,
XCO-AES-LTR,0,Aniseed Essence,ingredients,external,,Aniseed Essence,OD200,116.37,,
XCO-BCR-KGR,0,Bread Crumbs,ingredient,external,,Bread Crumbs,OD200,40.86,,
XCO-BLA-KGR,30225,Black Jack,ingredient,external,,Black Jack,OD200,42.25,,
XCO-LEM-KGR,30164,Coloured Powder Lemon Yellow,ingredient,external,,Coloured Powder Lemon Yellow,OD200,221.50,,
XCO-PBL-KGR,30176,powder food colouring blue,ingredient,external,,powder food colouring blue,OD200,116.77,,
XCO-PGN-KGR,30175,Powder colouring green,ingredient,external,,Powder colouring green,OD200,186.37,,
XCO-PIL-KGR,30173,Pillar Box Red,ingredient,external,,Pillar Box Red,OD200,135.11,,
XCO-REG-EAC,30177,Red piping gel,ingredient,external,,Red piping gel,OD200,0.00,,
XCO-VES-LTR,30708,Vanilla Essence,ingredient,external,,Vanilla Essence,OD200,68.31,,
XDA-BERG-KGR,0,Berg Cheese,ingredient,external,,Berg Cheese,OD200,65.21,,
XDA-BUT-EAC,30756,Buttermilk,ingredient,external,,Buttermilk,OD200,8.05,,
XDA-CBF-KGR,0,Chicken Breast Fillet,ingredient,external,,Chicken Breast Fillet,OD200,49.49,,
XDA-CBF-KGR,0,Chicken Breast Fillet,ingredient,external,,Chicken Breast Fillet,OD200,49.49,,
XDA-CCS-KGR,30179,Cheese Cottage Smooth,ingredient,external,,Cheese Cottage Smooth,OD200,65.23,,
XDA-CHE-KGR,30562,Cheddar Cheese,ingredient,external,,Cheddar Cheese,OD200,90.47,,
XDA-CHI-EAC,0,Chicken Wings Drumettes,ingredient,external,,Chicken Wings Drumettes,OD200,82.61,,
XDA-CHI-EAC,0,Chicken Wings Drumettes,ingredient,external,,Chicken Wings Drumettes,OD200,82.61,,
XDA-CMO-KGR,,Cheese Feta,ingredient,external,,Cheese Feta,OD200,69.55,,
XDA-CRA-1KG,0,Crab Sticks,ingredient,external,,Crab Sticks,OD200,52.17,,
XDA-CRA-1KG,0,Crab Sticks,ingredient,external,,Crab Sticks,OD200,52.17,,
XDA-CRE-250,30848,Cream Cheese,ingredient,external,,Cream Cheese,OD200,139.46,,
XDA-CRF-500,30180,Cream Fresh 500ml,ingredient,external,,Cream Fresh 500ml,OD200,47.35,,
XDA-CSS-KGR,0,Chicken Salsa Snack Wings 6kg,ingredient,external,,Chicken Salsa Snack Wings 6kg,OD200,105.00,,
XDA-CSS-KGR,0,Chicken Salsa Snack Wings 6kg,ingredient,external,,Chicken Salsa Snack Wings 6kg,OD200,105.00,,
XDA-CTS-KGR,0,Chicken Tikka Sausage,ingredient,external,,Chicken Tikka Sausage,OD200,69.57,,
XDA-FCR-250ML,0,Cream Fresh 250ml,ingredient,external,,Cream Fresh 250ml,OD200,13.50,,
XDA-FLO-KGR,0,Flora light,consumables,external,,Flora light,OD200,60.86,,
XDA-HAK-1KG,0,Hake Fillet -fish,ingredient,external,,Hake Fillet -fish,OD200,135.35,,
XDA-JAL-KGR,0,Jalapenos,ingredient,external,,Jalapenos,OD200,35.60,,
XDA-JAL-KGR,0,Jalapenos,ingredient,external,,Jalapenos,OD200,35.60,,
XDA-LAM- KGR,0,Lamb Mince,ingredient,external,,Lamb Mince,OD200,104.35,,
XDA-MBP-EAC,0,Mini Butter Portions 8grams,ingredient,external,,Mini Butter Portions 8grams,OD200,0.00,,
XDA-MBP-EAC,0,Mini Butter Portions 8grams,ingredient,external,,Mini Butter Portions 8grams,OD200,0.00,,
XDA-MCP-KGR,0,Mutton Cheese Patties,ingredient,external,,Mutton Cheese Patties,OD200,69.57,,
XDA-MJP-EAC,0,Mini Jam Portions 15Grams,ingredient,external,,Mini Jam Portions 15Grams,OD200,0.00,,
XDA-MVE-KGR,0,Mix Veggies Mcain,ingredient,external,,Mix Veggies Mcain,OD200,37.11,,
XDA-MVE-KGR,0,Mix Veggies Mcain,ingredient,external,,Mix Veggies Mcain,OD200,37.11,,
XDA-NON-KGR,30183,Non Dairy Cream,ingredient,external,,Non Dairy Cream,OD200,44.94,,
XDA-NUT-LTR,30597,Nutriday Yogurt Plain,ingredient,external,,Nutriday Yogurt Plain,OD200,29.57,,
XDA-OGC-LTR,0,Cream Fresh Orange Grove 1litre,ingredient,external,,Cream Fresh Orange Grove 1litre,OD200,50.00,,
XDA-OMU-KGR,0,Oriental Mutton Sausage,ingredient,external,,Oriental Mutton Sausage,OD200,104.35,,
XDA-PAR-EAC,0,Unbaked Patha Rolls,ingredient,external,,Unbaked Patha Rolls,OD200,18.33,,
XDA-PEA-KGR,0,Peas Frozen 10kg,ingredient,external,,Peas Frozen 10kg,OD200,47.06,,
XDA-PUP-KGR,0,Fathimas Puff Pastry 1kg,ingredient,external,,Fathimas Puff Pastry 1kg,OD200,27.50,,
XDA-SMF-EAC,0,Saldanha Middlecut Tin Fish 400g,ingredient,external,,Saldanha Middlecut Tin Fish 400g,OD200,0.00,,
XDA-SOY-KGR,0,Tommy Marinated Mince,ingredient,external,,Tommy Marinated Mince,OD200,29.57,,
XDA-TUC-KGR,0,Tuna Chunks In Brine 1.7kg,ingredient,external,,Tuna Chunks In Brine 1.7kg,OD200,0.00,,
XDA-TUS-KGR,0,Tuna Shredded In Brine 1.7kg,ingredient,external,,Tuna Shredded In Brine 1.7kg,OD200,0.00,,
XDA-TWP-KGR,0,Tomato Whole Peeled,ingredient,external,,Tomato Whole Peeled,OD200,0.00,,
XDA-YDR-KGR,0,Yeast Dry,ingredient,external,,Yeast Dry,OD200,90.00,,
XDE-AST-EAC,30836,Astd roses,miscellaneous,external,,Astd roses,OD200,0.07,,
XDE-GBD-KGR,30187,Gold Beads per Kg,ingredient,external,,Gold Beads per Kg,OD200,653.25,,
XDE-GLI-EAC,30186,Glitter,ingredient,external,,Glitter,OD200,17.00,,
XDE-NOP-KGR,30195,Non Pareil,ingredient,external,,Non Pareil,OD200,53.85,,
XDE-PMG-KGR,30196,Powder Metallic Gold,ingredient,external,,Powder Metallic Gold,OD200,136.31,,
XDE-PMS-KGR,30197,Powder Metallic Silver,ingredient,external,,Powder Metallic Silver,OD200,120.96,,
XDE-RIB-EAC,30198,Ribbon,consumables,external,,Ribbon,OD200,48.50,,
XDE-TEA-EAC,30201,Ribbon tear 1 Roll,miscellaneous,external,,Ribbon tear 1 Roll,OD200,5.58,,
XDO-BTE-200G,0,Bakers Tennis Biscuit 200g,ingredient,external,,Bakers Tennis Biscuit 200g,OD200,26.91,,
XFA-COO-LTR,0,Cooking Oil 5ltrs,ingredient,external,,Cooking Oil 5ltrs,OD200,179.99,,
XFA-EGG-KGR,0,Eggs,ingredient,external,,Eggs,OD200,46.67,,
XFA-FPS-KGR,30206,Fat Pastrex Super,ingredient,external,,Fat Pastrex Super,OD200,31.64,,
XFA-MAR-KGR,30208,Margarine Marvello Yellow,ingredient,external,,Margarine Marvello Yellow,OD200,41.48,,
XFA-MAS-KGR,30209,Margarine Mastercraft White,ingredient,external,,Margarine Mastercraft White,OD200,31.44,,
XFA-MOO-KGR,30780,Mooi river butter,ingredient,external,,Mooi river butter,OD200,62.12,,
XFA-MRG-KGR,30210,Margarine Mr G,ingredient,external,,Margarine Mr G,OD200,21.22,,
XFA-OIL-LTR,30211,Oil Crispa Gold,ingredients,external,,Oil Crispa Gold,OD200,23.26,,
XFA-OVA-KGR,30212,Ovalette,ingredient,external,,Ovalette,OD200,26.51,,
XFA-PTX-KGR,30672,Pastrex Super,ingredient,external,,Pastrex Super,OD200,35.08,,
XFA-RAM-KGR,30810,Rama,ingredient,external,,Rama,OD200,0.00,,
XFA-REL-LTR,30213,Release,ingredient,external,,Release,OD200,18.43,,
XFA-SOI-LTR,0,Sunflower Sunfoil 5 Ltr,ingredient,external,,Sunflower Sunfoil 5 Ltr,OD200,0.00,,
XFA-SOR-LRT,30242,Sorbitol 30LTR,ingredient,external,,Sorbitol 30LTR,OD200,17.63,,
XFA-YWT-KGR,30244,Yeast Wet,ingredient,external,,Yeast Wet,OD200,33.43,,
XFL-BRF-125,30215,Flour Brown,packaging,external,,Flour Brown,OD200,6.16,,
XFL-CAF-125,30217,FlourCake,ingredients,external,,FlourCake,OD200,11.92,,
XFL-CMB-125,0,Complete Mix - Brown Bread Flour,ingredients,external,,Complete Mix - Brown Bread Flour,OD200,13.23,,
XFL-CMB-125,0,Complete Mix - Brown Bread Flour,ingredients,external,,Complete Mix - Brown Bread Flour,OD200,13.10,,
XFL-CMW-125,0,Complete Mix - White Bread Flour,ingredient,external,,Complete Mix - White Bread Flour,OD200,13.43,,
XFL-CMW-125,0,Complete Mix - White Bread Flour,ingredient,external,,Complete Mix - White Bread Flour,OD200,13.30,,
XFL-GSE-KGR,0,Semolina Golden Cloud 1kg,ingredient,external,,Semolina Golden Cloud 1kg,OD200,16.87,,
XFL-NYA-KGR,0,Nyala Maize Meal 10kg,ingredient,external,,Nyala Maize Meal 10kg,OD200,8.60,,
XMO-BS6-KGR,0,Premix Bread S6002 5%,ingredient,external,,Premix Bread S6002 5%,OD200,19.68,,
XMP -BFM-KGR,0,Premix Butter Flavoured Madeira 12.5kg,ingredient,external,,Premix Butter Flavoured Madeira 12.5kg,OD200,44.30,,
XMP-S60-KGR,0,Premix S6002 Bread,ingredient,external,,Premix S6002 Bread,OD200,0.00,,
XMP-S60-KGR,0,Premix S6002 Bread,ingredient,external,,Premix S6002 Bread,OD200,0.00,,
XMP-SCC-KGR,0,Sponge Chocolate Coastal,ingredient,external,,Sponge Chocolate Coastal,OD200,53.73,,
XMP-SRA-KGR,0,Soft Roll Alpaga Improver,ingredient,external,,Soft Roll Alpaga Improver,OD200,190.90,,
XMP-SRA-KGR,0,Soft Roll Alpaga Improver,ingredient,external,,Soft Roll Alpaga Improver,OD200,187.08,,
XMP-SRE-EAC,0,Sponge Redvelvet Premix,ingredient,external,,Sponge Redvelvet Premix,OD200,0.00,,
XPM-5PB-KGR,0,Premix bread 5%,ingredient,external,,Premix bread 5%,OD200,18.70,,
XPM-5PB-KGR,0,Premix bread 5%,ingredient,external,,Premix bread 5%,OD200,18.33,,
XPM-AFG-KGR,0,Apricot Flan Gel,ingredient,external,,Apricot Flan Gel,OD200,0.00,,
XPM-CCM-KGR,30110,Mix Chocomousse,ingredient,external,,Mix Chocomousse,OD200,73.45,,
XPM-EMC-KGR,0,Sponge Ebony Moist Choc Mix,ingredient,external,,Sponge Ebony Moist Choc Mix,OD200,66.64,,
XPM-FAI-KGR,30118,Premix 15% Sweet Fairglen,ingredient,external,,Premix 15% Sweet Fairglen,OD200,37.24,,
XPM-FON-5KG,30233,Fond Suisse,ingredient,external,,Fond Suisse,OD200,53.50,,
XPM-FRU-KGR,30088,Fruit Mince,ingredient,external,,Fruit Mince,OD200,51.75,,
XPM-HXB-KGR,30104,Hot x bun full premix,ingredient,external,,Hot x bun full premix,OD200,30.89,,
XPM-KOK-KGR,,Kokomix Pettina,ingredient,external,,Kokomix Pettina,OD200,61.82,,
XPM-MUE-KGR,30113,Mix Muesli Slice,ingredient,external,,Mix Muesli Slice,OD200,53.35,,
XPM-NOB-KGR,0,No-bake premix,ingredient,external,,No-bake premix,OD200,69.81,,
XPM-PAS-KGR,30116,Paste 4.5% Standard Bread,ingredient,external,,Paste 4.5% Standard Bread,OD200,14.24,,
XPM-SCH-KGR,30099,Sponge Chocolate,ingredient,external,,Sponge Chocolate,OD200,31.39,,
XPM-SPC-KGR,30243,Stabiliser Pettina Cream,ingredient,external,,Stabiliser Pettina Cream,OD200,36.87,,
XPM-SPE-KGR,30128,Sponge Eggless,ingredient,external,,Sponge Eggless,OD200,82.92,,
XPM-SPI-KGR,30100,Sponge Pettina Instant,ingredient,external,,Sponge Pettina Instant,OD200,20.93,,
XPM-SVC-KGR,0,Sponge Instant Coastal,ingredient,external,,Sponge Instant Coastal,OD200,43.75,,
XPM-SWE-KGR,30119,Premix 20% Sweet Red,ingredient,external,,Premix 20% Sweet Red,OD200,31.47,,
XPO-BCS-KGR,0,Specialty-Chai,ingredient,external,,Specialty-Chai,OD200,195.00,,
XPO-MHS-LTR,0,Monin Hazelnut Syrup,ingredient,external,,Monin Hazelnut Syrup,OD200,185.00,7.00,
XPO-MHS-LTR,0,Monin Hazelnut Syrup,ingredient,external,,Monin Hazelnut Syrup,OD200,185.00,,
XPO-MVS-LTR,0,Monin Vanilla Syrup,ingredient,external,,Monin Vanilla Syrup,OD200,195.00,7.00,
XPO-MVS-LTR,0,Monin Vanilla Syrup,ingredient,external,,Monin Vanilla Syrup,OD200,195.00,,
XPO-SCF-KGR,0,Specialty - Coffee Freezo,ingredient,external,,Specialty - Coffee Freezo,OD200,225.00,,
XPO-SCM-LTR,0,Salted Caramel Milkshake Syrup,ingredient,external,,Salted Caramel Milkshake Syrup,OD200,110.00,,
XPO-SIC-KGR,0,Specialty -Indonesian Coffee,ingredient,external,,Specialty -Indonesian Coffee,OD200,290.00,,
XPO-SMC-EAC,0,Monin Caramel Sauce,ingredient,external,,Monin Caramel Sauce,OD200,292.00,7.00,
XPO-SMC-EAC,0,Monin Caramel Sauce,ingredient,external,,Monin Caramel Sauce,OD200,292.00,,
XPO-SMC-LTR,0,Monin Caramel Syrup,ingredient,external,,Monin Caramel Syrup,OD200,195.00,7.00,
XPO-SMC-LTR,0,Monin Caramel Syrup,ingredient,external,,Monin Caramel Syrup,OD200,195.00,,
XPO-SMS-LTR,0,Strawberry Milkshake Syrup,ingredient,external,,Strawberry Milkshake Syrup,OD200,46.80,,
XSN-ANI-KGR,30479,Aniseed,ingredient,external,,Aniseed,OD200,93.86,,
XSN-FLA-KGR,0,Flaked Almonds 1Kg,ingredient,external,,Flaked Almonds 1Kg,OD200,0.00,,
