Item Code,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,Ingredients,Item Description,Whse,Cost,Incl Price,
YST-ERC-EAC,0,Epson Ribbon Cartridge,consumables,external,,Epson Ribbon Cartridge,OD200,149.00,,
YST-EXE-EAC,30065,A4 exercise book,consumables,external,,A4 exercise book,OD200,0.00,,
YST-HLS-EAC,30843,High lighters,consumables,external,,High lighters,OD200,61.23,,
YST-LMP-EAC,30797,Laminating Plastic,consumables,external,,Laminating Plastic,OD200,0.00,,
YST-LPS-EAC,30074,Laser Payslips,consumables,external,,Laser Payslips,OD200,1.32,,
YST-PFL-EAC,30075,paper file,consumables,external,,paper file,OD200,0.00,,
YST-PRI-EAC,30750,Pritt,consumables,external,,Pritt,OD200,0.00,,
YST-SQA-PAC,30078,square white paper,consumables,external,,square white paper,OD200,13.16,,
YST-STA-BOX,30079,Staples rexel no .56,consumables,external,,Staples rexel no .56,OD200,15.79,,
YST-TAP-EAC,30728,tape,consumables,external,,tape,OD200,13.90,,
YST-TIL-EAC,30687,Till Rolls,consumables,external,,Till Rolls,OD200,11.92,,
YST-TIP-EAC,30860,Tipex,consumables,external,,Tipex,OD200,43.47,,
YST-TRL-EAC,30059,toilet roll,consumables,external,,toilet roll,OD200,7.57,,
YST-WGE-EAC,30733,Wage Envelope,packaging,external,,Wage Envelope,OD200,1.11,,
YTB-MIL-MX1,30510,Sub Milk Tart Base Large,sub recipe,internal,,Sub Milk Tart Base Large,OD200,2.45,,
YTB-MIS-MX1,30512,Sub Milk Tart Base Small,sub recipe,internal,,Sub Milk Tart Base Small,OD200,0.55,,
YTB-NOB-EAC,0,Sub No Bake Cake,sub recipe,internal,,Sub No Bake Cake,OD200,0.00,,
YTO-BLC-MX1,30508,Sub Belgica Crumbs,subrecipe,internal,,Sub Belgica Crumbs,OD200,0.00,,
YTO-BOF-KGR,0,Sub Bar One Filling,sub recipe,internal,,Sub Bar One Filling,OD200,0.00,,
YTO-BOG-KGR,0,Sub- Bar One Ganache,sub recipe,internal,,Sub- Bar One Ganache,OD200,0.00,,
YTO-BUC-MX1,30398,Sub Buttercream Chocolate,sub recipe,internal,,Sub Buttercream Chocolate,OD200,13.44,,
YTO-BUW-MX1,30357,Sub Buttercream- White,sub recipe,internal,,Sub Buttercream- White,OD200,12.73,,
YTO-BUY-MX1,30400,Sub Buttercream Yellow,sub recipe,internal,,Sub Buttercream Yellow,OD200,0.00,,
YTO-FOC-MX1,30412,Sub Fondant Chocolate,sub recipe,internal,,Sub Fondant Chocolate,OD200,0.00,,
YTO-NAA-MX1,30375,Sub Naan topping,sub recipe,internal,,Sub Naan topping,OD200,0.00,,
YTO-SNO-MX1,30419,Sub Snowball Coconut Topping,sub recipe,internal,,Sub Snowball Coconut Topping,OD200,22.83,,
YTO-SUS-MX1,30417,Sub Sugar Syrup,sub recipe,internal,,Sub Sugar Syrup,OD200,0.00,,
YTO-SUW-MX1,30416,Sub Glaze Sugar Water,sub recipe,internal,,Sub Glaze Sugar Water,OD200,0.00,,
YTO-WFI-MX1,30539,Sub - White Fondant Icing,sub recipe,internal,,Sub - White Fondant Icing,OD200,5.73,,
YUT-CDW-EAC,0,Cutter Dough Wheel Divider,equipment,external,,Cutter Dough Wheel Divider,OD200,489.51,,
YUT-GRU-EAC,30654,Grunter Knife,consumables,external,,Grunter Knife,OD200,0.00,,
YUT-PIP-EAC,30594,Piping Bag No 5,consumables,external,,Piping Bag No 5,OD200,152.30,,
YUT-SCA-EAC,30652,Scale Electronic,equipment,external,,Scale Electronic,OD200,0.00,,
YUT-WHI-EAC,0,Whisks 350mm,equipment,external,,Whisks 350mm,OD200,0.00,,
ZBX-884-EAC,30738,8*8*4,packaging,external,,8*8*4,OD200,3.23,,
ZDB- FIC-EAC,0,Genus Eco 30 Flying Insect Catcher,pest control,external,,Genus Eco 30 Flying Insect Catcher,OD200,"3,350.00",,
ZDB-351-EAC,0,L 351 Domes,packaging,external,,L 351 Domes,OD200,23.28,,
ZDO-DOY-EAC,30320,Doyley Round 240mm,packaging,external,,Doyley Round 240mm,OD200,1.51,,
ZFO-10-EAC,30501,KR 10,packaging,external,,KR 10,OD200,8.45,,
ZFO-14-EAC,30321,KR14,packaging,external,,KR14,OD200,11.31,,
ZFO-16-EAC,30322,KR16,packaging,external,,KR16,OD200,15.10,,
ZFO-18-EAC,30323,KR18,packaging,external,,KR18,OD200,17.35,,
ZFO-1M5-EAC,0,KS 1MX500,packaging,external,,KS 1MX500,OD200,125.00,,
ZFO-1M5-EAC,0,KS 1MX500,packaging,external,,KS 1MX500,OD200,118.75,,
ZFO-20-EAC,30324,KR20,packaging,external,,KR20,OD200,21.52,,
ZFO-20R-EAC,30742,20 Round Board,packaging,external,,20 Round Board,OD200,0.00,,
ZFO-NR1-EAC,30584,NR 10,packaging,external,,NR 10,OD200,8.70,,
ZFO-NR2-EAC,30585,NR 12,packaging,external,,NR 12,OD200,6.94,,
ZFO-NS1-EAC,30329,NS 10,packaging,external,,NS 10,OD200,5.54,,
ZFO-NS2-EAC,30330,NS12,packaging,external,,NS12,OD200,7.85,,
ZFO-S16-EAC,30325,KS16,packaging,external,,KS16,OD200,15.13,,
ZFO-S18-EAC,30326,KS18,packaging,external,,KS18,OD200,19.03,,
ZFO-S20-EAC,30328,KS20,packaging,external,,KS20,OD200,21.39,,
ZFO-T14-EAC,30331,NS14,packaging,external,,NS14,OD200,9.03,,
ZFO-TN6-EAC,30617,NR 6,packaging,external,,NR 6,OD200,3.85,,
ZFO-TN8-EAC,30332,NS8,packaging,external,,NS8,OD200,0.00,,
ZLA- REA-EAC,0,Label Real Butter,packaging,external,,Label Real Butter,OD200,0.04,,
ZLA-ALA-50MM,0,Oven Delights logo labels 50mmx40mm,packaging,external,,Oven Delights logo labels 50mmx40mm,OD200,0.05,,
ZLA-IDL-EAC,,Label Idhli Oven Delights Logo,packacing,external,,Label Idhli Oven Delights Logo,OD200,0.05,,
ZLA-LAB-EAC,30333,Label 40x46 B/white Label,packaging,external,,Label 40x46 B/white Label,OD200,0.04,,
ZLA-LEF-EAC,,Label Eggs,packacing,external,,Label Eggs,OD200,0.06,,
ZLA-LEL-EAC,,Label Eggless,packacing,external,,Label Eggless,OD200,0.06,,
ZLA-LKI-EACH,0,Label White Keep In Fridge,packaging,external,,Label White Keep In Fridge,OD200,0.04,,
ZLA-LPL-EAC,0,Label For Platter Domes,packaging,external,,Label  For Platter Domes,OD200,0.06,,
ZLA-OLA-EAC,0,Label Oven Delights Logo 50x50mm,packaging,external,,Label Oven Delights Logo 50x50mm,OD200,0.06,,
ZLA-PLA-EAC,0,Label Plates logo 50x50mm,packaging,external,,Label Plates logo 50x50mm,OD200,450.00,,
ZLA-PLL-EAC,0,Label for Platters Assorted Flavours,packaging,external,,Label for Platters  Assorted Flavours,OD200,0.06,,
ZLA-WLB-EACH,0,Label 40x29 White Label,packaging,external,,Label 40x29 White Label,OD200,0.04,,
ZLA-WLB-EACH,0,Label 40x29 White Label,packaging,external,,Label 40x29 White Label,OD200,0.04,,
ZPA- SSW-EAC,0,Stirrer Sticks Wooden,consumables,external,,Stirrer Sticks Wooden,OD200,0.00,,
ZPA-CDA-EAC,0,4 Cup Drinkaway Carrier P2106,packaging,external,,4 Cup Drinkaway Carrier P2106,OD200,2.29,,
ZPA-CDC-EAC,0,2 Cup Drinkaway Carrier P2105,packaging,external,,2 Cup Drinkaway Carrier P2105,OD200,1.38,,
ZPA-DWK-250ML,0,250ml Double Wall Kraft Cup,packaging,external,,250ml Double Wall Kraft Cup,OD200,1.20,,
ZPA-DWK-350ML,0,350ml Double Wall Kraft Cup,packaging,external,,350ml Double Wall Kraft Cup,OD200,1.45,,
ZPA-GRE-EAC,30302,Grease Proof 2(200*170),packaging,external,,Grease Proof 2(200*170),OD200,0.13,,
ZPA-RSL-250ML,0,250ml Ripple Sip Lid,packaging,external,,250ml Ripple Sip Lid,OD200,0.46,,
ZPA-RSL-350ML,0,350ml Ripple Sip Lid,packaging,external,,350ml Ripple Sip Lid,OD200,0.72,,
ZPA-SER-BOX,30315,Servittes 200x300,consumables,external,,Servittes 200x300,OD200,7.15,,
ZPA-SSW-EAC,0,Stirrer Sticks Wooden,consumables,external,,Stirrer Sticks Wooden,OD200,0.07,,
ZPL-DES-EAC,30274,Desert Spoons,consumables,external,,Desert Spoons,OD200,0.33,,
ZPL-F70-EAC,30279,F70 BISCUIT CONTAINER,packaging,external,,F70 BISCUIT CONTAINER,OD200,0.00,,
ZPL-STR-BOX,30317,Wrapped Straws,consumables,external,,Wrapped Straws,OD200,0.47,,
ZPL-TRO-EAC,30316,Trolley Cover,consumables,external,,Trolley Cover,OD200,70.26,,
ZPL-WSS--BOX,0,Wrapped Smoothie Straw,consumables,external,,Wrapped Smoothie Straw,OD200,0.17,,
BD-BAR-020,,BD Bar One Square 20,exotic,internal,,BD Bar One Square 20,OD400,0.00,"1,600.00",
BIS- CHC-EAC,0,Biscuit Choc Chip,biscuit,internal,,Biscuit Choc Chip,OD400,0.00,85.00,
BIS-BCV-EAC,0,Biscuit Choc Vanilla 300g,biscuit,internal,,Biscuit Choc Vanilla 300g,OD400,0.00,85.00,
BIS-CCC-EAC,0,Biscuit Choc Chip Cookie,biscuit,internal,,Biscuit Choc Chip Cookie,OD400,0.00,85.00,
BIS-CHD-EAC,14079,Biscuit Choc Delights 300G,biscuit,internal,,Biscuit Choc Delights 300G,OD400,0.00,85.00,
BIS-CJN-EAC,14067,Biscuit Jam Nest 300G,biscuits,internal,,Biscuit Jam Nest 300G,OD400,43.48,85.00,
BIS-COC-EAC,0,Biscuit Coconut,biscuit,internal,,Biscuit Coconut,OD400,0.00,85.00,
BIS-CUS-EAC,16201,Biscuit Custard,biscuit,internal,,Biscuit Custard,OD400,0.00,85.00,
BIS-DAT-EAC,0,Biscuit Date Roll 300G,biscuit,internal,,Biscuit Date Roll 300G,OD400,0.00,100.00,
BIS-DEB-EAC,14073,Designer Biscuits 300G,biscuits,internal,,Designer Biscuits 300G,OD400,0.00,100.00,
BIS-FEB-EAC,16200,Biscuit Fego 300G,biscuit,internal,,Biscuit Fego 300G,OD400,0.00,85.00,
BIS-FLF-EAC,14068,Biscuit choc Fingers 300G,biscuit,internal,,Biscuit choc Fingers 300G,OD400,0.00,85.00,
BIS-HSB-EAC,14076,Biscuit Horse Shoe 300G,biscuit,internal,,Biscuit Horse Shoe 300G,OD400,0.00,85.00,
BIS-NAK-EAC,16077,Biscuit Naan Katai 300G,biscuit,internal,,Biscuit Naan Katai 300G,OD400,0.00,85.00,
BIS-PAO-EAC,16203,Biscuit Pcn & almnd 300G,biscuit,internal,,Biscuit Pcn & almnd 300G,OD400,0.00,85.00,
BIS-PNS-EAC,14069,Biscuit Pecan Nut Squares 300G,biscuit,internal,,Biscuit Pecan Nut Squares 300G,OD400,0.00,85.00,
Cafe Late short,,Cafe Late short,drink,internal,,Cafe Late short,OD400,0.00,28.00,
Cafe Late Tall,,Cafe Late Tall,drink,internal,,Cafe Late Tall,OD400,0.00,33.00,
CAN-CMS-EAC,0,Candles 10s- Silver,candle,external,,Candles 10s- Silver,OD400,0.00,20.00,
CAN-GOL-000,0,Candle Numeral 0 Gold,candle,external,,Candle Numeral 0 Gold,OD400,0.00,22.00,
CAN-GOL-001,0,Candle Numeral 1 Gold,candle,external,,Candle Numeral 1 Gold,OD400,0.00,22.00,
CAN-GOL-002,0,Candle Numeral 2 Gold,candle,external,,Candle Numeral 2 Gold,OD400,0.00,22.00,
CAN-GOL-003,0,Candle Numeral 3 Gold,candle,external,,Candle Numeral 3 Gold,OD400,0.00,22.00,
CAN-GOL-004,0,Candle Numeral 4 Gold,candle,external,,Candle Numeral 4 Gold,OD400,0.00,22.00,
CAN-GOL-005,0,Candle Numeral 5 Gold,candle,external,,Candle Numeral 5 Gold,OD400,0.00,22.00,
CAN-GOL-006,0,Candle Numeral 6 Gold,candle,external,,Candle Numeral 6 Gold,OD400,0.00,22.00,
CAN-GOL-007,0,Candle Numeral 7 Gold,candle,external,,Candle Numeral 7 Gold,OD400,0.00,22.00,
CAN-GOL-008,0,Candle Numeral 8 Gold,candle,external,,Candle Numeral 8 Gold,OD400,0.00,22.00,
CAN-GOL-009,0,Candle Numeral 9 Gold,candle,external,,Candle Numeral 9 Gold,OD400,0.00,22.00,
CAN-MAG-24S,8004,Candle Magic Assorted,candle,external,,Candle Magic Assorted,OD400,0.00,30.00,
CAN-MCA-EAC,30714,Magic Candles,candle,external,,Magic Candles,OD400,0.00,30.00,
CAN-MIX-24S,8005,Candle Mixed - 24x24,candle,external,,Candle Mixed - 24x24,OD400,0.00,30.00,
CAN-RAI-000,8006,Candle Numeral 0 Rainbow,candle,external,,Candle Numeral 0 Rainbow,OD400,0.00,22.00,
CAN-RAI-001,8007,Candle Numeral 1 Rainbow,candle,external,,Candle Numeral 1 Rainbow,OD400,0.00,22.00,
CAN-RAI-002,8008,Candle Numeral 2 Rainbow,candle,external,,Candle Numeral 2 Rainbow,OD400,43.50,22.00,
CAN-RAI-004,8010,Candle Numeral 4 Rainbow,candle,external,,Candle Numeral 4 Rainbow,OD400,0.00,22.00,
CAN-RAI-005,8011,Candle Numeral 5 Rainbow,candle,external,,Candle Numeral 5 Rainbow,OD400,0.00,22.00,
CAN-RAI-006,8012,Candle Numeral 6 Rainbow,candle,external,,Candle Numeral 6 Rainbow,OD400,0.00,22.00,
CAN-RAI-007,8013,Candle Numeral 7 Rainbow,candle,external,,Candle Numeral 7 Rainbow,OD400,0.00,22.00,
CAN-RAI-008,8014,Candle Numeral 8 Rainbow,candle,external,,Candle Numeral 8 Rainbow,OD400,0.00,22.00,
CAN-RAI-009,8015,Candle Numeral 9 Rainbow,candle,external,,Candle Numeral 9 Rainbow,OD400,0.00,22.00,
CAN-SIL-000,0,Candle Numeral 0 Silver,candle,external,,Candle Numeral 0 Silver,OD400,0.00,22.00,
CAN-SIL-001,0,Candle Numeral 1 Silver,candle,external,,Candle Numeral 1 Silver,OD400,0.00,22.00,
CAN-SIL-002,0,Candle Numeral 2 Silver,candle,external,,Candle Numeral 2 Silver,OD400,0.00,22.00,
CAN-SIL-003,0,Candle Numeral 3 Silver,candle,external,,Candle Numeral 3 Silver,OD400,0.00,22.00,
CAN-SIL-004,0,Candle Numeral 4 Silver,candle,external,,Candle Numeral 4 Silver,OD400,0.00,22.00,
CAN-SIL-005,0,Candle Numeral 5 Silver,candle,external,,Candle Numeral 5 Silver,OD400,0.00,22.00,
CAN-SIL-006,0,Candle Numeral 6 Silver,candle,external,,Candle Numeral 6 Silver,OD400,0.00,22.00,
CAN-SIL-007,0,Candle Numeral 7 Silver,candle,external,,Candle Numeral 7 Silver,OD400,0.00,22.00,
CAN-SIL-008,0,Candle Numeral 8 Silver,candle,external,,Candle Numeral 8 Silver,OD400,0.00,22.00,
CAN-SIL-009,0,Candle Numeral 9 Silver,candle,external,,Candle Numeral 9 Silver,OD400,0.00,22.00,
CAN-WHI-000,8025,Candle Numeral 0 White,candle,external,,Candle Numeral 0 White,OD400,0.00,22.00,
CAN-WHI-001,8016,Candle Numeral 1 White,candle,external,,Candle Numeral 1 White,OD400,0.00,22.00,
CAN-WHI-002,8017,Candle Numeral 2 White,candle,external,,Candle Numeral 2 White,OD400,0.00,22.00,
CAN-WHI-003,8018,Candle Numeral 3 White,candle,external,,Candle Numeral 3 White,OD400,0.00,22.00,
CAN-WHI-004,8019,Candle Numeral 4 White,candle,external,,Candle Numeral 4 White,OD400,0.00,22.00,
CAN-WHI-005,8020,Candle Numeral 5 White,candle,external,,Candle Numeral 5 White,OD400,0.00,22.00,
CAN-WHI-006,8021,Candle Numeral 6 White,candle,external,,Candle Numeral 6 White,OD400,0.00,22.00,
CAN-WHI-007,8022,Candle Numeral 7 White,candle,external,,Candle Numeral 7 White,OD400,0.00,22.00,
CAN-WHI-008,8023,Candle Numeral 8 White,candle,external,,Candle Numeral 8 White,OD400,0.00,22.00,
CAN-WHI-009,8024,Candle Numeral 9 White,candle,external,,Candle Numeral 9 White,OD400,0.00,22.00,
CBA-BAC-014,0,BD 14'' Buttercream Alphabet Cake,novelty,internal,,BD 14'' Buttercream Alphabet Cake,OD400,0.00,640.00,
CBA-BEA-016,0,BD 16'' Eggless Buttercream Alphabet Cake,novelty,internal,,BD 16'' Eggless Buttercream Alphabet Cake,OD400,0.00,830.00,
CBC-BBG-EAC,11001,BC Birthday Gateaux,buttercream cake,internal,,BC Birthday Gateaux,OD400,0.00,120.00,
CBC-BCC-EAC,30337,Icing Cup Cakes,buttercream cake,internal,,Icing Cup Cakes,OD400,0.00,20.00,
CBC-BCD-EAC,11004,BC Chocolate Delight,buttercream cake,internal,,BC Chocolate Delight,OD400,0.00,22.00,
CBC-BCE-EAC,0,BC Eggless Vanilla Gateaux,buttercream cake,internal,,BC Eggless Vanilla Gateaux,OD400,0.00,120.00,
CBC-BCG-EAC,11003,BC Chocolate Gateaux,buttercream cake,internal,,BC Chocolate Gateaux,OD400,0.00,125.00,
CBC-BCN-EAC,30339,Icing Cup Cakes With Name,buttercream cake,internal,,Icing Cup Cakes With Name,OD400,0.00,20.00,
CBC-BCS-EAC,11005,BC Chocolate Slice,buttercream cake,internal,,BC Chocolate Slice,OD400,0.00,22.00,
CBC-BDN-EAC,11016,BC Doughnut,buttercream cake,internal,,BC Doughnut,OD400,0.00,16.00,
CBC-BEG-EAC,11040,BC Eggless Birthday Gateaux,buttercream cake,internal,,BC Eggless Birthday Gateaux,OD400,0.00,125.00,
CBC-BRG-EAC,11042,BC Smash Choc Rose Pattern Gateaux,buttercream cake,internal,,BC Smash Choc Rose Pattern Gateaux,OD400,0.00,600,
CBC-CBG-EAC,11097,Christmas Buttercream Gateaux,buttercream cake,internal,,Christmas Buttercream Gateaux,OD400,0.00,160.00,
CBC-CDN-EAC,11018,Chocolate Doughnut,buttercream cake,internal,,Chocolate Doughnut,OD400,0.00,18.00,
CBC-CNL-EAC,11032,Coconut Tartlet,biuttercream cake,internal,,Coconut Tartlet,OD400,0.00,20.00,
CBC-CNR-EAC,11030,Coconut Ring,buttercream cake,internal,,Coconut Ring,OD400,0.00,20.00,
CBC-CNS-EAC,11008,Coconut Slice,buttercream cake,internal,,Coconut Slice,OD400,0.00,18.00,
CBC-CRP-EAC,11034,Cream Puff,buttercream figure,internal,,Cream Puff,OD400,0.00,18.00,
CBC-CUS-EAC,11035,Currant Square,buttercream cake,internal,,Currant Square,OD400,0.00,18.00,
CBC-EB1-1M,0,BD 1MX500 BC Eggless,buttercream 1mx500,internal,,BD 1MX500 BC Eggless,OD400,0.00,"2,400.00",
CBC-FLA-EAC,11036,Flakey Bits,buttercream cake,internal,,Flakey Bits,OD400,0.00,18.00,
CBC-JAP-EAC,11037,Jam Puff,buttercream cake,internal,,Jam Puff,OD400,0.00,17.00,
CBC-JDN-EAC,11019,Jam Doughnut,buttercream cake,internal,,Jam Doughnut,OD400,0.00,15.00,
CBC-JTO-EAC,11039,Jam Turnover,buttercream cake,internal,,Jam Turnover,OD400,0.00,18.00,
CBC-KOE-EAC,11020,Koeksuster 1s,buttercream cake,internal,,Koeksuster 1s,OD400,0.00,18.00,
CBC-LPC-EAC,11009,Choc Lamington Plain,buttercream cake,internal,,Choc Lamington Plain,OD400,0.00,18.00,
CBC-LPR-EAC,11010,Raspberry Lamington Plain,buttercream cake,internal,,Raspberry Lamington Plain,OD400,0.00,18.00,
CBC-LPR-EAC,11010,Raspberry Lamington Plain,buttercream cake,internal,,Raspberry Lamington Plain,OD400,0.00,18.00,
CBC-MBD-EAC,11043,Mini Buttercream D/N,buttercream,internal,,Mini Buttercream D/N,OD400,0.00,12.00,
CBC-MBG-EAC,11098,Mothers Day Buttercream Gateaux,buttercream cake,internal,,Mothers Day Buttercream Gateaux,OD400,0.00,140.00,
CBC-MCD-EAC,11044,Mini Chocolate D/N,buttercream cake,internal,,Mini Chocolate D/N,OD400,0.00,13.00,
CBC-MCL-EAC,0,Mini Lamington Chocolate Plain,shop front,internal,,Mini Lamington Chocolate Plain,OD400,0.00,13.00,
CBC-MEL-40G,11021,Melting Moments 40g (Round),sweet,external,,Melting Moments 40g (Round),OD400,0.00,15.00,
CBC-MEL-60G,11023,Melting Moments 60g (Long),buttercream cake,internal,,Melting Moments 60g (Long),OD400,0.00,18.00,
CBC-MFL-EAC,11045,Mini F/BITS,buttercream cake,internal,,Mini F/BITS,OD400,0.00,13.00,
CBC-MRL-EAC,0,Mini Lamington Raspberry Plain,buttercream cake,internal,,Mini Lamington Raspberry Plain,OD400,0.00,13.00,
CBC-MSB-EACH,11046,Mini S/B,buttercream cake,internal,,Mini S/B,OD400,0.00,13.00,
CBC-MUE-EAC,11007,Muesli Slice,buttercream cake,internal,,Muesli Slice,OD400,0.00,18.00,
CBC-PCC-EAC,30338,BD Picture Cup Cakes,buttercream cakes,internal,,BD Picture Cup Cakes,OD400,0.00,24.00,
CBC-QUC-EAC,11011,Queen Cakes 1s,buttercream cake,internal,,Queen Cakes 1s,OD400,0.00,12.00,
CBC-SNO-EAC,11013,Snowballs 1s,buttercream cake,internal,,Snowballs 1s,OD400,0.00,18.00,
CBF-BCF-018,10088,BD Buttercream Figure 18,buttercream figure cake,internal,,BD Buttercream Figure 18,OD400,0.00,850.00,
CBF-BCF-020,10090,BD Buttercream Figure 20,buttercream figure,internal,,BD Buttercream Figure 20,OD400,0.00,900.00,
CBF-BFE-020,10199,BD 20 Buttercream Figure on Base Eggless,buttercream figure,internal,,BD 20 Buttercream Figure on Base Eggless,OD400,0.00,"1,350.00",
CBF-BFS-018,10092,BD Buttercream Fig on SL 18,buttercream figure cake,internal,,BD Buttercream Fig on SL 18,OD400,0.00,940.00,
CBF-BFS-020,10094,BD Buttercream Fig on SL 20,buttercream figure cake,internal,,BD Buttercream Fig on SL 20,OD400,0.00,990.00,
CBF-BLF-014,12001,BD Freshcream 14 Black Forest,freshcream square black forest,internal,,BD Freshcream 14 Black Forest,OD400,0.00,740.00,
CBF-BLF-016,12020,BD Freshcream 16 Blackforest,freshcream blackforest,internal,,BD Freshcream 16 Blackforest,OD400,0.00,800.00,
CBF-FCD-014,10039,BD Freshcream 14 DL,freshcream square,internal,,BD Freshcream 14 DL,OD400,0.00,470.00,
CBF-FCF-018,10089,BD Freshcream Figure 18,freshcream figure cake,internal,,BD Freshcream Figure 18,OD400,0.00,900.00,
CBF-FCF-020,10091,BD Freshcream Figure 20,freshcream figure,internal,,BD Freshcream Figure 20,OD400,0.00,950.00,
CBF-FF0-020,0,BD 20 Freshcream Figure Only Eggless,freshcream figure,internal,,BD 20 Freshcream Figure Only Eggless,OD400,0.00,1300,
CBF-FFE-020,10198,BD Freshcream Figure on Base Eggless 20,freshcream figure cake,internal,,BD Freshcream Figure on Base Eggless 20,OD400,0.00,"1,450.00",
CBF-FFS-018,10093,BD Freshcream Fig on SL 18,freshcream figure cake,internal,,BD Freshcream Fig on SL 18,OD400,0.00,990.00,
CBF-FFS-020,10095,BD Freshcream Fig on SL 20,freshcream figure,internal,,BD Freshcream Fig on SL 20,OD400,0.00,"1,040.00",
CBF-FOE-020,0,BD 20 Buttercream Figure Only Eggless,buttercream figure,internal,,BD 20 Buttercream Figure Only Eggless,OD400,0.00,1250,
CBN-B1M-EACH,0,BD Buttercream 1MX1M,novelty,internal,,BD Buttercream 1MX1M,OD400,0.00,"5,500.00",
CBN-F1M-EACH,0,BD Freshcream 1M X1M,novelty,internal,,BD Freshcream 1M X1M,OD400,0.00,"5,700.00",
CBR-BCR-012,10105,BD Buttercream 12 Round,buttercream cake round,internal,,BD Buttercream 12 Round,OD400,0.00,420.00,
CBR-BCR-014,10107,BD Buttercream 14 Round,buttercream cake round,internal,,BD Buttercream 14 Round,OD400,0.00,450.00,
CBR-BCR-016,10109,BD Buttercream 16 Round,buttercream round,internal,,BD Buttercream 16 Round,OD400,0.00,480.00,
CBR-BCR-018,10104,BD Buttercream 18 Round,buttercream cake round,internal,,BD Buttercream 18 Round,OD400,0.00,570.00,
CBR-BCR-020,10112,BD Buttercream 20 Round,buttercream round,internal,,BD Buttercream 20 Round,OD400,0.00,610.00,
CBR-FCR-012,10106,BD Freshcream 12 Round,freshcream cake round,internal,,BD Freshcream 12 Round,OD400,0.00,460.00,
CBR-FCR-014,10108,BD Freshcream 14 Round,freshcream cake round,internal,,BD Freshcream 14 Round,OD400,0.00,490.00,
CBR-FCR-016,10110,BD Freshcream 16 Round,freashcream round,internal,,BD Freshcream 16 Round,OD400,0.00,520.00,
CBR-FCR-018,10111,BD Freshcream 18 Round,freshcream round,internal,,BD Freshcream 18 Round,OD400,0.00,620.00,
CBR-FCR-020,10113,BD Freshcream 20 Round,freshcream round,internal,,BD Freshcream 20 Round,OD400,0.00,660.00,
CBS-BCD-012,10005,BD Buttercream 12 DL,buttercream square,internal,,BD Buttercream 12 DL,OD400,0.00,400.00,
CBS-BCD-014,10007,BD Buttercream 14 DL,buttercream square,internal,,BD Buttercream 14 DL,OD400,0.00,430.00,
CBS-BCD-016,10011,BD Buttercream 16 DL,buttercream square,internal,,BD Buttercream 16 DL,OD400,0.00,460.00,
CBS-BCD-018,10015,BD Buttercream 18 DL,buttercream square cake,internal,,BD Buttercream 18 DL,OD400,0.00,550.00,
CBS-BCD-020,10018,BD Buttercream 20 DL,buttercream square,internal,,BD Buttercream 20 DL,OD400,0.00,590.00,
CBS-BCD-022,10031,BD Buttercream 22 DL,buttercream square,internal,,BD Buttercream 22 DL,OD400,0.00,770.00,
CBS-BCE-016,10033,BD 16 BC DL Eggless,buttercream square,internal,,BD 16 BC DL Eggless,OD400,0.00,520.00,
CBS-BLF-012,10078,BD Freshcream 12 Black Forest,freshcream black forest,internal,,BD Freshcream 12 Black Forest,OD400,0.00,670.00,
CBS-FCD-012,10037,BD Freshcream 12 DL,freshcream square,internal,,BD Freshcream 12 DL,OD400,0.00,440.00,
CBS-FCD-016,10041,BD Freshcream 16 DL,freshcream square,internal,,BD Freshcream 16 DL,OD400,0.00,500.00,
CBS-FCD-018,10045,BD Freshcream 18 DL,freshcream square,internal,,BD Freshcream 18 DL,OD400,0.00,600.00,
CBS-FCD-020,10050,BD Freshcream 20 DL,frsshcream square,internal,,BD Freshcream 20 DL,OD400,0.00,640.00,
CBS-FCD-022,10054,BD Freshcream 22 DL,freshcream square,internal,,BD Freshcream 22 DL,OD400,0.00,830.00,
CBS-FCE-016,10103,BD 16 Freshcream Eggless,freshcream square,internal,,BD 16 Freshcream Eggless,OD400,0.00,560.00,
CBW-CAK-003,10102,BD Buttercream 3 Tier Stacked,wedding cake,internal,,BD Buttercream 3 Tier Stacked,OD400,0.00,"2,900.00",
CBW-STA-EAC,10289,BD Buttercream 2Tier Stacked 12 16,wedding cake,internal,,BD Buttercream 2Tier Stacked 12 16,OD400,0.00,"2,100.00",
CEX -NYW-EAC,30665,New York Baked Cheese Cake Round,exotic cakes,internal,,New York Baked Cheese Cake Round,OD400,0.00,400.00,
CEX CCD-EAC,14030,Cheese Cake Dessert,exotic cakes,internal,,Cheese Cake Dessert,OD400,0.00,40.00,
CEX- BEG-EAC,14050,FC Bar One Eggless Drip,exotic cakes,internal,,FC Bar One Eggless Drip,OD400,0.00,230.00,
CEX- MCP-EAC,14091,Moist Chocolate Pudding,exotic cakes,internal,,Moist Chocolate Pudding,OD400,0.00,60.00,
CEX- MDB-EAC,0,Buttercream 6 Layer Drip Cake with toppings,exotic cakes,internal,,Buttercream 6 Layer Drip Cake with toppings,OD400,0.00,"1,400.00",
CEX- NBS-EAC,0,New York Blueberry Cheese Cake Slice,exotic,internal,,New York Blueberry Cheese Cake Slice,OD400,0.00,50.00,
